zpid,id,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,latLong,isZillowOwned,flexFieldText,flexFieldType,contentType,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,list,relaxed,info1String,brokerName,carouselPhotos,hasOpenHouse,openHouseStartDate,openHouseEndDate,openHouseDescription
2067882775,2067882775,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f2d4e6bd8bd9e26622c710246113d4c4-p_e.jpg,true,https://www.zillow.com/homedetails/753-Eugenie-St-E-Windsor-ON-N8X-2Y6/2067882775_zpid/,FOR_SALE,House for sale,C$,"C$299,999",299999,"753 Eugenie St E, Windsor, ON N8X 2Y6",753 Eugenie St E,Windsor,ON,N8X2Y6,false,2,1,[object Object],false,Bright open living spaces,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024724,Re/Max Preferred Realty Ltd. - 585 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442393669,442393669,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/21d4f3cb0ded34a914863d60b431719b-p_e.jpg,true,https://www.zillow.com/homedetails/3800-Glenfield-St-Windsor-ON-N9C-2B2/442393669_zpid/,FOR_SALE,House for sale,C$,"C$299,900",299900,"3800 Glenfield St, Windsor, ON N9C 2B2",3800 Glenfield St,Windsor,ON,N9C2B2,false,3,1,[object Object],false,Beautiful quartz countertops,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027114,Vision Realty Local Inc. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
363559152,363559152,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/559deddf669b459673f586460ff8b315-p_e.jpg,true,https://www.zillow.com/homedetails/3817-Howard-Ave-316-Windsor-ON-L4Y/363559152_zpid/,FOR_SALE,Condo for sale,C$,"C$574,900",574900,"3817 Howard Ave #316, Windsor, ON L4Y",3817 Howard Ave #316,Windsor,ON,L4Y,false,2,2,[object Object],false,Quartz kitchen countertop,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024119,Royal Lepage Binder Real Estate - 640 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
440742993,440742993,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/57617d078779bd85c608254738b4fc64-p_e.jpg,true,https://www.zillow.com/homedetails/4789-Riverside-Dr-E-101-Windsor-ON-N8Y-5A2/440742993_zpid/,FOR_SALE,Condo for sale,C$,"C$749,000",749000,"4789 Riverside Dr E #101, Windsor, ON N8Y 5A2",4789 Riverside Dr E #101,Windsor,ON,N8Y5A2,false,2,2,[object Object],false,Walkout patio,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24018554,Re/Max Capital Diamond Realty - 821 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442393228,442393228,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/20bb6f7ea6d22b4735999a362a43a3ff-p_e.jpg,true,https://www.zillow.com/homedetails/1585-Alexis-Rd-Windsor-ON-N8Y-4P1/442393228_zpid/,FOR_SALE,House for sale,C$,"C$400,000",400000,"1585 Alexis Rd, Windsor, ON N8Y 4P1",1585 Alexis Rd,Windsor,ON,N8Y4P1,false,4,3,[object Object],false,Gorgeous kitchen,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027112,Vision Realty Local Inc. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442337656,442337656,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/8d477a2f78b81146cf602c7f953f598a-p_e.jpg,true,https://www.zillow.com/homedetails/684-Bridge-Ave-Windsor-ON-N9B-2M6/442337656_zpid/,FOR_SALE,House for sale,C$,"C$199,000",199000,"684 Bridge Ave, Windsor, ON N9B 2M6",684 Bridge Ave,Windsor,ON,N9B2M6,false,3,1,[object Object],false,Clean and cozy home,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24026894,Nu Stream Realty (Toronto) Inc Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442455009,442455009,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3b15ac22cfe118eed4600e23ed1a1365-p_e.jpg,true,https://www.zillow.com/homedetails/1772-Byng-Rd-Windsor-ON-N8W-3C8/442455009_zpid/,FOR_SALE,House for sale,C$,"C$299,900",299900,"1772 Byng Rd, Windsor, ON N8W 3C8",1772 Byng Rd,Windsor,ON,N8W3C8,false,5,2,[object Object],false,Quiet cul-de-sac,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027304,The Signature Group Realty Inc Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
2062400248,2062400248,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/0b9f5252641f76de275d0e024139edc5-p_e.jpg,true,https://www.zillow.com/homedetails/916-Laporte-Ave-Windsor-ON-N8S-3R5/2062400248_zpid/,FOR_SALE,House for sale,C$,"C$499,900",499900,"916 Laporte Ave, Windsor, ON N8S 3R5",916 Laporte Ave,Windsor,ON,N8S3R5,false,3,2,[object Object],false,Gas fireplace,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027027,Re/Max Preferred Realty Ltd. - 585 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442393228,442393228,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/20bb6f7ea6d22b4735999a362a43a3ff-p_e.jpg,true,https://www.zillow.com/homedetails/1585-Alexis-Rd-Windsor-ON-N8Y-4P1/442393228_zpid/,FOR_SALE,House for sale,C$,"C$400,000",400000,"1585 Alexis Rd, Windsor, ON N8Y 4P1",1585 Alexis Rd,Windsor,ON,N8Y4P1,false,4,3,[object Object],false,Gorgeous kitchen,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027112,Vision Realty Local Inc. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442337656,442337656,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/8d477a2f78b81146cf602c7f953f598a-p_e.jpg,true,https://www.zillow.com/homedetails/684-Bridge-Ave-Windsor-ON-N9B-2M6/442337656_zpid/,FOR_SALE,House for sale,C$,"C$199,000",199000,"684 Bridge Ave, Windsor, ON N9B 2M6",684 Bridge Ave,Windsor,ON,N9B2M6,false,3,1,[object Object],false,Clean and cozy home,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24026894,Nu Stream Realty (Toronto) Inc Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442455009,442455009,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3b15ac22cfe118eed4600e23ed1a1365-p_e.jpg,true,https://www.zillow.com/homedetails/1772-Byng-Rd-Windsor-ON-N8W-3C8/442455009_zpid/,FOR_SALE,House for sale,C$,"C$299,900",299900,"1772 Byng Rd, Windsor, ON N8W 3C8",1772 Byng Rd,Windsor,ON,N8W3C8,false,5,2,[object Object],false,Quiet cul-de-sac,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027304,The Signature Group Realty Inc Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
2062400248,2062400248,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/0b9f5252641f76de275d0e024139edc5-p_e.jpg,true,https://www.zillow.com/homedetails/916-Laporte-Ave-Windsor-ON-N8S-3R5/2062400248_zpid/,FOR_SALE,House for sale,C$,"C$499,900",499900,"916 Laporte Ave, Windsor, ON N8S 3R5",916 Laporte Ave,Windsor,ON,N8S3R5,false,3,2,[object Object],false,Gas fireplace,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027027,Re/Max Preferred Realty Ltd. - 585 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442393228,442393228,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/20bb6f7ea6d22b4735999a362a43a3ff-p_e.jpg,true,https://www.zillow.com/homedetails/1585-Alexis-Rd-Windsor-ON-N8Y-4P1/442393228_zpid/,FOR_SALE,House for sale,C$,"C$400,000",400000,"1585 Alexis Rd, Windsor, ON N8Y 4P1",1585 Alexis Rd,Windsor,ON,N8Y4P1,false,4,3,[object Object],false,Gorgeous kitchen,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027112,Vision Realty Local Inc. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442337656,442337656,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/8d477a2f78b81146cf602c7f953f598a-p_e.jpg,true,https://www.zillow.com/homedetails/684-Bridge-Ave-Windsor-ON-N9B-2M6/442337656_zpid/,FOR_SALE,House for sale,C$,"C$199,000",199000,"684 Bridge Ave, Windsor, ON N9B 2M6",684 Bridge Ave,Windsor,ON,N9B2M6,false,3,1,[object Object],false,Clean and cozy home,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24026894,Nu Stream Realty (Toronto) Inc Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442455009,442455009,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3b15ac22cfe118eed4600e23ed1a1365-p_e.jpg,true,https://www.zillow.com/homedetails/1772-Byng-Rd-Windsor-ON-N8W-3C8/442455009_zpid/,FOR_SALE,House for sale,C$,"C$299,900",299900,"1772 Byng Rd, Windsor, ON N8W 3C8",1772 Byng Rd,Windsor,ON,N8W3C8,false,5,2,[object Object],false,Quiet cul-de-sac,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027304,The Signature Group Realty Inc Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
2062400248,2062400248,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/0b9f5252641f76de275d0e024139edc5-p_e.jpg,true,https://www.zillow.com/homedetails/916-Laporte-Ave-Windsor-ON-N8S-3R5/2062400248_zpid/,FOR_SALE,House for sale,C$,"C$499,900",499900,"916 Laporte Ave, Windsor, ON N8S 3R5",916 Laporte Ave,Windsor,ON,N8S3R5,false,3,2,[object Object],false,Gas fireplace,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027027,Re/Max Preferred Realty Ltd. - 585 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442393228,442393228,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/20bb6f7ea6d22b4735999a362a43a3ff-p_e.jpg,true,https://www.zillow.com/homedetails/1585-Alexis-Rd-Windsor-ON-N8Y-4P1/442393228_zpid/,FOR_SALE,House for sale,C$,"C$400,000",400000,"1585 Alexis Rd, Windsor, ON N8Y 4P1",1585 Alexis Rd,Windsor,ON,N8Y4P1,false,4,3,[object Object],false,Gorgeous kitchen,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24027112,Vision Realty Local Inc. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
442337656,442337656,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/8d477a2f78b81146cf602c7f953f598a-p_e.jpg,true,https://www.zillow.com/homedetails/684-Bridge-Ave-Windsor-ON-N9B-2M6/442337656_zpid/,FOR_SALE,House for sale,C$,"C$199,000",199000,"684 Bridge Ave, Windsor, ON N9B 2M6",684 Bridge Ave,Windsor,ON,N9B2M6,false,3,1,[object Object],false,Clean and cozy home,homeInsight,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24026894,Nu Stream Realty (Toronto) Inc Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
